epoch,step,test/acc,test/loss,train/acc,train/loss,val/acc,val/loss
0,32,,,,,0.6450710892677307,0.9706364870071411
0,32,,,0.5039815902709961,1.2054393291473389,,
1,65,,,,,0.7179403305053711,0.761671245098114
1,65,,,0.6687643527984619,0.8632413744926453,,
2,98,,,,,0.7601405382156372,0.6188471913337708
2,98,,,0.7387908697128296,0.6930181980133057,,
3,99,0.7796301245689392,0.6253081560134888,,,,
